"","state","zip","agi"
"25733","VA",24620,40166
"25734","VA",24622,37500
"25735","VA",24628,34722
"25736","VA",24630,44861
"25737","VA",24631,43604
"25738","VA",24634,38815
"25739","VA",24637,57867
"25740","VA",24639,37266
"25741","VA",24641,47916
"25742","VA",24646,36363
"25743","VA",24649,45000
"25744","VA",24651,52202
"25745","VA",24656,47065
"25746","WA",98001,66767
"25747","WA",98002,46347
"25748","WA",98003,50960
"25749","WA",98004,117667
"25750","WA",98005,101977
"25751","WA",98006,110488
"25752","WA",98007,82869
"25753","WA",98008,97457
"25754","WA",98010,86116
"25755","WA",98011,83847
"25756","WA",98012,88162
"25757","WA",98014,92580
"25758","WA",98019,95298
"25759","WA",98020,93548
"25760","WA",98021,92515
"25761","WA",98022,71298
"25762","WA",98023,63467
"25763","WA",98024,91295
"25764","WA",98026,75569
"25765","WA",98027,101975
"25766","WA",98028,87623
"25767","WA",98029,111911
"25768","WA",98030,52573
"25769","WA",98031,59521
"25770","WA",98032,53320
"25771","WA",98033,114011
"25772","WA",98034,83663
"25773","WA",98036,68030
"25774","WA",98037,61877
"25775","WA",98038,91293
"25776","WA",98039,142565
"25777","WA",98040,126923
"25778","WA",98042,75937
"25779","WA",98043,57214
"25780","WA",98045,89421
"25781","WA",98047,51612
"25782","WA",98051,83121
"25783","WA",98052,112044
"25784","WA",98053,123397
"25785","WA",98055,62318
"25786","WA",98056,74032
"25787","WA",98057,56267
"25788","WA",98058,73204
"25789","WA",98059,89475
"25790","WA",98065,117594
"25791","WA",98070,81620
"25792","WA",98072,100673
"25793","WA",98074,133140
"25794","WA",98075,137487
"25795","WA",98077,120327
"25796","WA",98087,61249
"25797","WA",98092,73350
"25798","WA",98101,98283
"25799","WA",98102,83605
"25800","WA",98103,85152
"25801","WA",98104,68622
"25802","WA",98105,77169
"25803","WA",98106,57604
"25804","WA",98107,83854
"25805","WA",98108,53040
"25806","WA",98109,96916
"25807","WA",98110,105793
"25808","WA",98112,109623
"25809","WA",98115,95592
"25810","WA",98116,95015
"25811","WA",98117,96014
"25812","WA",98118,59288
"25813","WA",98119,92943
"25814","WA",98121,104897
"25815","WA",98122,76224
"25816","WA",98125,67627
"25817","WA",98126,79118
"25818","WA",98133,62484
"25819","WA",98134,64215
"25820","WA",98136,95299
"25821","WA",98144,71085
"25822","WA",98146,61112
"25823","WA",98148,52457
"25824","WA",98155,73972
"25825","WA",98164,145454
"25826","WA",98166,78411
"25827","WA",98168,47693
"25828","WA",98177,99831
"25829","WA",98178,55939
"25830","WA",98188,46465
"25831","WA",98198,57821
"25832","WA",98199,107515
"25833","WA",98201,54079
"25834","WA",98203,63592
"25835","WA",98204,46708
"25836","WA",98208,69260
"25837","WA",98220,50367
"25838","WA",98221,73159
"25839","WA",98223,67263
"25840","WA",98225,51195
"25841","WA",98226,60613
"25842","WA",98229,66000
"25843","WA",98230,63304
"25844","WA",98232,77302
"25845","WA",98233,54054
"25846","WA",98236,73918
"25847","WA",98237,48937
"25848","WA",98239,72368
"25849","WA",98240,64248
"25850","WA",98241,48815
"25851","WA",98244,50711
"25852","WA",98245,64800
"25853","WA",98247,56784
"25854","WA",98248,60583
"25855","WA",98249,74565
"25856","WA",98250,68036
"25857","WA",98251,51777
"25858","WA",98252,63539
"25859","WA",98253,74327
"25860","WA",98257,67512
"25861","WA",98258,73348
"25862","WA",98260,75839
"25863","WA",98261,63627
"25864","WA",98262,62777
"25865","WA",98264,63732
"25866","WA",98266,40500
"25867","WA",98267,47023
"25868","WA",98270,61258
"25869","WA",98271,57088
"25870","WA",98272,69692
"25871","WA",98273,53186
"25872","WA",98274,64990
"25873","WA",98275,91674
"25874","WA",98276,54761
"25875","WA",98277,56174
"25876","WA",98279,72413
"25877","WA",98281,69246
"25878","WA",98282,74657
"25879","WA",98283,44852
"25880","WA",98284,54162
"25881","WA",98290,77906
"25882","WA",98292,73095
"25883","WA",98294,57188
"25884","WA",98295,51032
"25885","WA",98296,95712
"25886","WA",98303,59134
"25887","WA",98304,46959
"25888","WA",98305,47794
"25889","WA",98310,51271
"25890","WA",98311,61660
"25891","WA",98312,56851
"25892","WA",98315,39285
"25893","WA",98320,50980
"25894","WA",98321,71187
"25895","WA",98323,63281
"25896","WA",98325,51699
"25897","WA",98326,39583
"25898","WA",98327,73855
"25899","WA",98328,64667
"25900","WA",98329,65807
"25901","WA",98330,32954
"25902","WA",98331,48394
"25903","WA",98332,94352
"25904","WA",98333,102027
"25905","WA",98335,90133
"25906","WA",98336,45588
"25907","WA",98337,45731
"25908","WA",98338,65744
"25909","WA",98339,50815
"25910","WA",98340,76884
"25911","WA",98342,72151
"25912","WA",98346,68894
"25913","WA",98349,60119
"25914","WA",98351,62171
"25915","WA",98354,62417
"25916","WA",98355,48026
"25917","WA",98356,49313
"25918","WA",98358,74085
"25919","WA",98359,70955
"25920","WA",98360,68709
"25921","WA",98361,49166
"25922","WA",98362,54797
"25923","WA",98363,52764
"25924","WA",98365,84642
"25925","WA",98366,58637
"25926","WA",98367,70398
"25927","WA",98368,61849
"25928","WA",98370,74649
"25929","WA",98371,66816
"25930","WA",98372,66060
"25931","WA",98373,61090
"25932","WA",98374,70043
"25933","WA",98375,65380
"25934","WA",98376,57040
"25935","WA",98377,48750
"25936","WA",98380,79445
"25937","WA",98381,50833
"25938","WA",98382,60226
"25939","WA",98383,67841
"25940","WA",98387,54583
"25941","WA",98388,72758
"25942","WA",98390,62646
"25943","WA",98391,79379
"25944","WA",98392,59228
"25945","WA",98394,70555
"25946","WA",98402,60329
"25947","WA",98403,69110
"25948","WA",98404,41420
"25949","WA",98405,45477
"25950","WA",98406,69081
"25951","WA",98407,76751
"25952","WA",98408,45502
"25953","WA",98409,40875
"25954","WA",98418,44306
"25955","WA",98422,80489
"25956","WA",98424,57196
"25957","WA",98433,34297
"25958","WA",98438,23958
"25959","WA",98439,33674
"25960","WA",98443,68476
"25961","WA",98444,39282
"25962","WA",98445,51528
"25963","WA",98446,61397
"25964","WA",98465,57957
"25965","WA",98466,63795
"25966","WA",98467,68801
"25967","WA",98498,59365
"25968","WA",98499,44186
"25969","WA",98501,68549
"25970","WA",98502,64692
"25971","WA",98503,53817
"25972","WA",98506,62444
"25973","WA",98512,64033
"25974","WA",98513,62629
"25975","WA",98516,71394
"25976","WA",98520,47037
"25977","WA",98524,69040
"25978","WA",98526,33333
"25979","WA",98528,59674
"25980","WA",98531,43883
"25981","WA",98532,56987
"25982","WA",98533,55729
"25983","WA",98535,36309
"25984","WA",98537,51980
"25985","WA",98538,57638
"25986","WA",98541,52580
"25987","WA",98542,50480
"25988","WA",98546,66633
"25989","WA",98547,46462
"25990","WA",98548,50257
"25991","WA",98550,44069
"25992","WA",98552,33333
"25993","WA",98555,58333
"25994","WA",98557,53214
"25995","WA",98560,37500
"25996","WA",98563,61409
"25997","WA",98564,49009
"25998","WA",98568,47569
"25999","WA",98569,50549
"26000","WA",98570,49923
"26001","WA",98572,48263
"26002","WA",98576,56250
"26003","WA",98577,51727
"26004","WA",98579,55728
"26005","WA",98580,62950
"26006","WA",98581,29166
"26007","WA",98582,55303
"26008","WA",98584,52038
"26009","WA",98585,54435
"26010","WA",98586,47159
"26011","WA",98588,54104
"26012","WA",98589,60094
"26013","WA",98590,40625
"26014","WA",98591,56952
"26015","WA",98592,71045
"26016","WA",98593,45555
"26017","WA",98595,43650
"26018","WA",98596,52148
"26019","WA",98597,53082
"26020","WA",98601,64943
"26021","WA",98603,62500
"26022","WA",98604,68423
"26023","WA",98605,48035
"26024","WA",98606,81431
"26025","WA",98607,92275
"26026","WA",98610,48387
"26027","WA",98611,59604
"26028","WA",98612,58471
"26029","WA",98613,53472
"26030","WA",98616,46590
"26031","WA",98619,45833
"26032","WA",98620,50168
"26033","WA",98624,52579
"26034","WA",98625,67557
"26035","WA",98626,50833
"26036","WA",98628,36029
"26037","WA",98629,75032
"26038","WA",98631,49522
"26039","WA",98632,53048
"26040","WA",98635,59539
"26041","WA",98638,51119
"26042","WA",98640,45287
"26043","WA",98642,82870
"26044","WA",98643,44166
"26045","WA",98645,60227
"26046","WA",98647,39166
"26047","WA",98648,58675
"26048","WA",98649,61968
"26049","WA",98650,66326
"26050","WA",98651,79761
"26051","WA",98660,55183
"26052","WA",98661,48198
"26053","WA",98662,54261
"26054","WA",98663,53362
"26055","WA",98664,56768
"26056","WA",98665,58198
"26057","WA",98671,72103
"26058","WA",98672,67617
"26059","WA",98674,60374
"26060","WA",98675,67173
"26061","WA",98682,56098
"26062","WA",98683,68217
"26063","WA",98684,57308
"26064","WA",98685,79496
"26065","WA",98686,72198
"26066","WA",98801,55175
"26067","WA",98802,56304
"26068","WA",98812,37304
"26069","WA",98813,25585
"26070","WA",98814,50000
"26071","WA",98815,54128
"26072","WA",98816,57288
"26073","WA",98822,52011
"26074","WA",98823,53850
"26075","WA",98826,60358
"26076","WA",98827,35416
"26077","WA",98828,53211
"26078","WA",98830,50000
"26079","WA",98831,49367
"26080","WA",98832,19021
"26081","WA",98837,52533
"26082","WA",98840,48395
"26083","WA",98841,43494
"26084","WA",98843,52286
"26085","WA",98844,44857
"26086","WA",98846,50000
"26087","WA",98847,45652
"26088","WA",98848,45574
"26089","WA",98849,45348
"26090","WA",98850,37842
"26091","WA",98851,44243
"26092","WA",98855,43750
"26093","WA",98856,48790
"26094","WA",98857,53698
"26095","WA",98858,51964
"26096","WA",98862,65846
"26097","WA",98901,40871
"26098","WA",98902,39120
"26099","WA",98903,49117
"26100","WA",98908,63884
"26101","WA",98922,67266
"26102","WA",98923,44542
"26103","WA",98926,55052
"26104","WA",98930,38555
"26105","WA",98932,33597
"26106","WA",98933,41188
"26107","WA",98935,34770
"26108","WA",98936,53262
"26109","WA",98937,56118
"26110","WA",98938,41463
"26111","WA",98942,60603
"26112","WA",98944,34603
"26113","WA",98946,50000
"26114","WA",98947,41929
"26115","WA",98948,33598
"26116","WA",98951,35428
"26117","WA",98952,36580
"26118","WA",98953,54268
"26119","WA",99001,41127
"26120","WA",99003,62283
"26121","WA",99004,50333
"26122","WA",99005,79672
"26123","WA",99006,54937
"26124","WA",99008,56500
"26125","WA",99009,51100
"26126","WA",99011,37028
"26127","WA",99012,56089
"26128","WA",99013,45000
"26129","WA",99016,69023
"26130","WA",99018,35227
"26131","WA",99019,85436
"26132","WA",99021,66200
"26133","WA",99022,57493
"26134","WA",99023,77000
"26135","WA",99025,66905
"26136","WA",99026,70625
"26137","WA",99027,58583
"26138","WA",99029,48415
"26139","WA",99030,57336
"26140","WA",99031,57172
"26141","WA",99032,48275
"26142","WA",99033,48958
"26143","WA",99034,37500
"26144","WA",99036,80405
"26145","WA",99037,61684
"26146","WA",99040,34935
"26147","WA",99101,44575
"26148","WA",99103,55113
"26149","WA",99109,51627
"26150","WA",99110,46739
"26151","WA",99111,57661
"26152","WA",99113,61538
"26153","WA",99114,52582
"26154","WA",99115,47135
"26155","WA",99116,53541
"26156","WA",99117,50657
"26157","WA",99118,50403
"26158","WA",99119,49107
"26159","WA",99122,57271
"26160","WA",99123,63520
"26161","WA",99125,41666
"26162","WA",99126,47916
"26163","WA",99128,45192
"26164","WA",99129,32954
"26165","WA",99130,54054
"26166","WA",99133,57720
"26167","WA",99134,53500
"26168","WA",99135,46590
"26169","WA",99137,37500
"26170","WA",99138,42021
"26171","WA",99139,57446
"26172","WA",99140,29166
"26173","WA",99141,50111
"26174","WA",99143,53571
"26175","WA",99148,56710
"26176","WA",99150,50000
"26177","WA",99153,55625
"26178","WA",99155,36979
"26179","WA",99156,52583
"26180","WA",99157,45982
"26181","WA",99158,53645
"26182","WA",99159,56818
"26183","WA",99161,61380
"26184","WA",99163,54323
"26185","WA",99166,53017
"26186","WA",99167,45370
"26187","WA",99169,56355
"26188","WA",99170,51785
"26189","WA",99171,52840
"26190","WA",99173,41071
"26191","WA",99179,64880
"26192","WA",99180,45572
"26193","WA",99181,46701
"26194","WA",99185,55942
"26195","WA",99201,43484
"26196","WA",99202,39655
"26197","WA",99203,77529
"26198","WA",99204,43014
"26199","WA",99205,43408
"26200","WA",99206,53143
"26201","WA",99207,33678
"26202","WA",99208,61494
"26203","WA",99212,51530
"26204","WA",99216,45747
"26205","WA",99217,50237
"26206","WA",99218,59109
"26207","WA",99223,71227
"26208","WA",99224,67951
"26209","WA",99301,50510
"26210","WA",99320,59181
"26211","WA",99321,26442
"26212","WA",99322,57954
"26213","WA",99323,60863
"26214","WA",99324,47885
"26215","WA",99326,48767
"26216","WA",99328,53490
"26217","WA",99329,45192
"26218","WA",99330,49615
"26219","WA",99336,46947
"26220","WA",99337,63225
"26221","WA",99338,89580
"26222","WA",99341,45703
"26223","WA",99343,49768
"26224","WA",99344,43384
"26225","WA",99347,52963
"26226","WA",99348,44907
"26227","WA",99349,38486
"26228","WA",99350,53923
"26229","WA",99352,80477
"26230","WA",99353,79318
"26231","WA",99354,67949
"26232","WA",99356,35227
"26233","WA",99357,40532
"26234","WA",99360,61309
"26235","WA",99361,55537
"26236","WA",99362,56622
"26237","WA",99371,41666
"26238","WA",99401,45833
"26239","WA",99402,55537
"26240","WA",99403,53117
"26241","WV",24701,40940
"26242","WV",24712,48042
"26243","WV",24715,30555
"26244","WV",24726,39166
"26245","WV",24731,34558
"26246","WV",24733,32894
"26247","WV",24736,29891
"26248","WV",24740,43193
"26249","WV",24747,38808
"26250","WV",24801,41765
"26251","WV",24808,35833
"26252","WV",24815,23863
"26253","WV",24818,36764
"26254","WV",24822,37500
"26255","WV",24827,45394
"26256","WV",24828,33928
"26257","WV",24839,40530
"26258","WV",24844,43421
"26259","WV",24849,42500
"26260","WV",24850,33653
"26261","WV",24860,38970
"26262","WV",24868,30448
"26263","WV",24870,46259
"26264","WV",24872,34615
"26265","WV",24873,32142
"26266","WV",24874,50323
"26267","WV",24879,29807
"26268","WV",24882,32142
"26269","WV",24892,30625
"26270","WV",24901,56177
"26271","WV",24910,39423
"26272","WV",24915,38815
"26273","WV",24916,35937
"26274","WV",24918,41949
"26275","WV",24920,28125
"26276","WV",24924,33152
"26277","WV",24925,45750
"26278","WV",24927,32812
"26279","WV",24931,46730
"26280","WV",24934,37500
"26281","WV",24935,35119
"26282","WV",24938,43309
"26283","WV",24941,38109
"26284","WV",24944,52000
"26285","WV",24945,39880
"26286","WV",24946,37745
"26287","WV",24951,44335
"26288","WV",24954,39640
"26289","WV",24957,53977
"26290","WV",24963,46109
"26291","WV",24966,38863
"26292","WV",24970,39054
"26293","WV",24976,42119
"26294","WV",24977,46323
"26295","WV",24981,34375
"26296","WV",24983,42250
"26297","WV",24986,42672
"26298","WV",24991,40441
"26299","WV",25003,50252
"26300","WV",25005,47115
"26301","WV",25007,44444
"26302","WV",25009,45945
"26303","WV",25015,45967
"26304","WV",25019,31250
"26305","WV",25024,37500
"26306","WV",25030,38888
"26307","WV",25033,49587
"26308","WV",25035,37500
"26309","WV",25039,37000
"26310","WV",25043,39843
"26311","WV",25044,32954
"26312","WV",25045,47593
"26313","WV",25047,37500
"26314","WV",25049,49519
"26315","WV",25053,47402
"26316","WV",25059,39583
"26317","WV",25060,39166
"26318","WV",25063,40686
"26319","WV",25064,41432
"26320","WV",25067,43750
"26321","WV",25071,56475
"26322","WV",25075,32500
"26323","WV",25081,53779
"26324","WV",25082,57228
"26325","WV",25083,31250
"26326","WV",25085,41776
"26327","WV",25103,35833
"26328","WV",25106,37500
"26329","WV",25107,38541
"26330","WV",25108,38500
"26331","WV",25111,33552
"26332","WV",25113,36693
"26333","WV",25114,29807
"26334","WV",25118,38815
"26335","WV",25119,30921
"26336","WV",25121,39583
"26337","WV",25123,42871
"26338","WV",25124,51225
"26339","WV",25125,36574
"26340","WV",25130,54020
"26341","WV",25132,30681
"26342","WV",25133,34239
"26343","WV",25136,40039
"26344","WV",25139,52380
"26345","WV",25140,35500
"26346","WV",25142,28571
"26347","WV",25143,44417
"26348","WV",25148,35227
"26349","WV",25154,51562
"26350","WV",25159,49350
"26351","WV",25160,37500
"26352","WV",25161,28750
"26353","WV",25164,42073
"26354","WV",25165,50000
"26355","WV",25168,48424
"26356","WV",25169,33653
"26357","WV",25173,32500
"26358","WV",25174,43269
"26359","WV",25177,45243
"26360","WV",25181,43409
"26361","WV",25187,45192
"26362","WV",25193,44166
"26363","WV",25202,50604
"26364","WV",25203,37500
"26365","WV",25206,37500
"26366","WV",25208,38333
"26367","WV",25209,49662
"26368","WV",25213,69056
"26369","WV",25214,36574
"26370","WV",25234,44791
"26371","WV",25235,44791
"26372","WV",25239,45659
"26373","WV",25241,52500
"26374","WV",25243,37500
"26375","WV",25244,35648
"26376","WV",25245,57558
"26377","WV",25248,51757
"26378","WV",25251,39062
"26379","WV",25252,45058
"26380","WV",25253,50160
"26381","WV",25259,46759
"26382","WV",25260,43097
"26383","WV",25261,41071
"26384","WV",25262,52616
"26385","WV",25264,45833
"26386","WV",25266,45689
"26387","WV",25267,38306
"26388","WV",25268,40000
"26389","WV",25270,41287
"26390","WV",25271,49682
"26391","WV",25275,44176
"26392","WV",25276,42338
"26393","WV",25285,37500
"26394","WV",25286,46462
"26395","WV",25287,41203
"26396","WV",25301,48091
"26397","WV",25302,46282
"26398","WV",25303,55709
"26399","WV",25304,66368
"26400","WV",25306,42187
"26401","WV",25309,56944
"26402","WV",25311,51439
"26403","WV",25312,50690
"26404","WV",25313,54841
"26405","WV",25314,85182
"26406","WV",25315,36724
"26407","WV",25320,51267
"26408","WV",25401,41025
"26409","WV",25403,68147
"26410","WV",25404,46679
"26411","WV",25405,53344
"26412","WV",25411,46632
"26413","WV",25413,52685
"26414","WV",25414,71312
"26415","WV",25419,58629
"26416","WV",25420,53494
"26417","WV",25422,42857
"26418","WV",25425,69517
"26419","WV",25427,55814
"26420","WV",25428,53411
"26421","WV",25430,59905
"26422","WV",25431,32954
"26423","WV",25434,43965
"26424","WV",25437,37500
"26425","WV",25438,49962
"26426","WV",25442,69078
"26427","WV",25443,77936
"26428","WV",25444,45833
"26429","WV",25446,65476
"26430","WV",25501,42682
"26431","WV",25502,42897
"26432","WV",25503,39224
"26433","WV",25504,57120
"26434","WV",25505,29807
"26435","WV",25506,38690
"26436","WV",25508,52597
"26437","WV",25510,53450
"26438","WV",25511,36693
"26439","WV",25512,32500
"26440","WV",25514,43655
"26441","WV",25515,45274
"26442","WV",25517,38657
"26443","WV",25520,42892
"26444","WV",25521,43589
"26445","WV",25523,46116
"26446","WV",25524,42434
"26447","WV",25526,67655
"26448","WV",25529,43145
"26449","WV",25530,47934
"26450","WV",25535,57545
"26451","WV",25537,44293
"26452","WV",25540,33333
"26453","WV",25541,53743
"26454","WV",25545,62073
"26455","WV",25547,44817
"26456","WV",25550,48978
"26457","WV",25555,49852
"26458","WV",25557,31521
"26459","WV",25559,51123
"26460","WV",25560,72951
"26461","WV",25564,45833
"26462","WV",25565,36309
"26463","WV",25567,46484
"26464","WV",25570,44642
"26465","WV",25571,42500
"26466","WV",25573,45703
"26467","WV",25601,47342
"26468","WV",25607,47767
"26469","WV",25608,34090
"26470","WV",25617,48148
"26471","WV",25621,45147
"26472","WV",25625,49000
"26473","WV",25632,32142
"26474","WV",25635,51305
"26475","WV",25638,35294
"26476","WV",25650,35227
"26477","WV",25651,38636
"26478","WV",25661,45494
"26479","WV",25669,41666
"26480","WV",25670,44211
"26481","WV",25671,34868
"26482","WV",25674,44230
"26483","WV",25676,49218
"26484","WV",25678,38596
"26485","WV",25701,52065
"26486","WV",25702,37114
"26487","WV",25703,21771
"26488","WV",25704,44123
"26489","WV",25705,54699
"26490","WV",25801,47643
"26491","WV",25812,40725
"26492","WV",25813,54185
"26493","WV",25817,52403
"26494","WV",25820,39285
"26495","WV",25823,39309
"26496","WV",25825,49596
"26497","WV",25827,47368
"26498","WV",25831,43085
"26499","WV",25832,72927
"26500","WV",25837,35227
"26501","WV",25839,50531
"26502","WV",25840,50000
"26503","WV",25841,49404
"26504","WV",25843,70937
"26505","WV",25844,45913
"26506","WV",25845,36500
"26507","WV",25846,30555
"26508","WV",25854,45108
"26509","WV",25862,39423
"26510","WV",25864,35000
"26511","WV",25865,45000
"26512","WV",25868,35326
"26513","WV",25880,41036
"26514","WV",25882,47240
"26515","WV",25901,40490
"26516","WV",25902,32954
"26517","WV",25908,28409
"26518","WV",25917,37152
"26519","WV",25918,51627
"26520","WV",25922,40277
"26521","WV",25928,31730
"26522","WV",25932,44852
"26523","WV",25938,41826
"26524","WV",25951,39285
"26525","WV",25958,29807
"26526","WV",25962,38786
"26527","WV",25969,49687
"26528","WV",25971,43902
"26529","WV",25976,42151
"26530","WV",25978,44230
"26531","WV",25979,40441
"26532","WV",25981,29166
"26533","WV",25984,38257
"26534","WV",25985,30555
"26535","WV",25989,32142
"26536","WV",26003,54839
"26537","WV",26031,41397
"26538","WV",26032,53333
"26539","WV",26033,60924
"26540","WV",26034,49289
"26541","WV",26035,50625
"26542","WV",26036,65340
"26543","WV",26037,47943
"26544","WV",26038,62928
"26545","WV",26039,75595
"26546","WV",26040,39325
"26547","WV",26041,49148
"26548","WV",26047,51765
"26549","WV",26050,35074
"26550","WV",26055,63621
"26551","WV",26059,59459
"26552","WV",26060,63372
"26553","WV",26062,49321
"26554","WV",26070,49874
"26555","WV",26074,37500
"26556","WV",26101,39727
"26557","WV",26104,50441
"26558","WV",26105,57760
"26559","WV",26133,50396
"26560","WV",26134,46562
"26561","WV",26136,35119
"26562","WV",26137,40000
"26563","WV",26141,30833
"26564","WV",26142,45869
"26565","WV",26143,44873
"26566","WV",26146,59000
"26567","WV",26147,41438
"26568","WV",26149,55147
"26569","WV",26150,54698
"26570","WV",26151,35937
"26571","WV",26155,52363
"26572","WV",26159,44895
"26573","WV",26160,42361
"26574","WV",26161,36029
"26575","WV",26164,46009
"26576","WV",26167,57094
"26577","WV",26169,45714
"26578","WV",26170,53521
"26579","WV",26175,51642
"26580","WV",26178,39880
"26581","WV",26180,45430
"26582","WV",26181,60813
"26583","WV",26184,48774
"26584","WV",26187,62671
"26585","WV",26201,49110
"26586","WV",26202,38586
"26587","WV",26205,39324
"26588","WV",26206,40657
"26589","WV",26208,35833
"26590","WV",26217,29807
"26591","WV",26218,42574
"26592","WV",26222,33750
"26593","WV",26234,41576
"26594","WV",26237,44791
"26595","WV",26238,40972
"26596","WV",26241,45319
"26597","WV",26250,40402
"26598","WV",26253,41726
"26599","WV",26254,35833
"26600","WV",26257,47500
"26601","WV",26260,48611
"26602","WV",26261,35714
"26603","WV",26263,37500
"26604","WV",26264,33796
"26605","WV",26266,35227
"26606","WV",26267,51315
"26607","WV",26269,44318
"26608","WV",26270,42045
"26609","WV",26271,37500
"26610","WV",26273,43560
"26611","WV",26276,41250
"26612","WV",26278,39423
"26613","WV",26280,38765
"26614","WV",26283,43750
"26615","WV",26285,30357
"26616","WV",26287,42819
"26617","WV",26288,38313
"26618","WV",26291,43382
"26619","WV",26292,36842
"26620","WV",26293,42968
"26621","WV",26294,34913
"26622","WV",26301,45807
"26623","WV",26320,55859
"26624","WV",26321,41071
"26625","WV",26330,76045
"26626","WV",26335,41326
"26627","WV",26337,43250
"26628","WV",26338,49568
"26629","WV",26342,45000
"26630","WV",26343,33928
"26631","WV",26346,49038
"26632","WV",26347,50951
"26633","WV",26351,45351
"26634","WV",26354,47115
"26635","WV",26362,48684
"26636","WV",26372,51136
"26637","WV",26374,51515
"26638","WV",26376,30555
"26639","WV",26377,51562
"26640","WV",26378,56219
"26641","WV",26384,30555
"26642","WV",26385,55496
"26643","WV",26386,52912
"26644","WV",26404,37500
"26645","WV",26405,45833
"26646","WV",26408,58364
"26647","WV",26410,43154
"26648","WV",26411,52000
"26649","WV",26412,36250
"26650","WV",26415,49060
"26651","WV",26416,44536
"26652","WV",26419,50555
"26653","WV",26421,37500
"26654","WV",26425,44186
"26655","WV",26426,52018
"26656","WV",26430,36184
"26657","WV",26431,49859
"26658","WV",26437,40441
"26659","WV",26440,45754
"26660","WV",26444,43560
"26661","WV",26447,47656
"26662","WV",26448,48039
"26663","WV",26451,45588
"26664","WV",26452,46909
"26665","WV",26456,50000
"26666","WV",26501,54717
"26667","WV",26505,55641
"26668","WV",26508,74441
"26669","WV",26519,48355
"26670","WV",26521,52604
"26671","WV",26525,59401
"26672","WV",26537,50291
"26673","WV",26541,53559
"26674","WV",26542,48536
"26675","WV",26547,52032
"26676","WV",26554,54052
"26677","WV",26562,54741
"26678","WV",26568,34615
"26679","WV",26570,51883
"26680","WV",26571,48076
"26681","WV",26575,52941
"26682","WV",26581,47187
"26683","WV",26582,44786
"26684","WV",26585,38888
"26685","WV",26587,35833
"26686","WV",26588,46672
"26687","WV",26590,58620
"26688","WV",26591,45643
"26689","WV",26601,45108
"26690","WV",26610,41463
"26691","WV",26619,36363
"26692","WV",26621,43750
"26693","WV",26623,45454
"26694","WV",26624,43269
"26695","WV",26627,42187
"26696","WV",26629,31944
"26697","WV",26636,33333
"26698","WV",26651,47612
"26699","WV",26656,35833
"26700","WV",26660,43269
"26701","WV",26662,57187
"26702","WV",26676,33333
"26703","WV",26678,46938
"26704","WV",26679,46951
"26705","WV",26680,32142
"26706","WV",26681,44038
"26707","WV",26690,32812
"26708","WV",26691,31617
"26709","WV",26704,44135
"26710","WV",26705,41576
"26711","WV",26710,44460
"26712","WV",26711,52850
"26713","WV",26714,30357
"26714","WV",26716,40178
"26715","WV",26717,39673
"26716","WV",26719,53444
"26717","WV",26722,36413
"26718","WV",26726,44706
"26719","WV",26731,33928
"26720","WV",26739,46875
"26721","WV",26743,51369
"26722","WV",26750,27205
"26723","WV",26753,53321
"26724","WV",26755,38392
"26725","WV",26757,43066
"26726","WV",26761,35227
"26727","WV",26763,43945
"26728","WV",26764,41525
"26729","WV",26767,50000
"26730","WV",26801,47222
"26731","WV",26802,46093
"26732","WV",26804,27500
"26733","WV",26807,45251
"26734","WV",26808,43125
"26735","WV",26810,44166
"26736","WV",26812,39436
"26737","WV",26814,32500
"26738","WV",26815,36538
"26739","WV",26817,40625
"26740","WV",26818,35937
"26741","WV",26833,43818
"26742","WV",26836,38474
"26743","WV",26845,46794
"26744","WV",26847,44081
"26745","WV",26851,46666
"26746","WV",26852,40878
"26747","WV",26855,38281
"26748","WV",26865,52380
"26749","WV",26866,44444
"26750","WV",26884,40625
"26751","WI",53001,57142
"26752","WI",53002,62812
"26753","WI",53004,65367
"26754","WI",53005,88696
"26755","WI",53006,63904
"26756","WI",53007,47750
"26757","WI",53010,60327
"26758","WI",53011,57254
"26759","WI",53012,82060
"26760","WI",53013,65030
"26761","WI",53014,56600
"26762","WI",53015,58300
"26763","WI",53017,86032
"26764","WI",53018,90544
"26765","WI",53019,59090
"26766","WI",53020,71942
"26767","WI",53021,66179
"26768","WI",53022,74802
"26769","WI",53023,57608
"26770","WI",53024,73693
"26771","WI",53027,64570
"26772","WI",53029,87769
"26773","WI",53032,53087
"26774","WI",53033,84503
"26775","WI",53034,53421
"26776","WI",53035,57826
"26777","WI",53036,67680
"26778","WI",53037,68438
"26779","WI",53038,63366
"26780","WI",53039,56433
"26781","WI",53040,62560
"26782","WI",53042,58589
"26783","WI",53044,93965
"26784","WI",53045,97975
"26785","WI",53046,56439
"26786","WI",53048,52752
"26787","WI",53049,67276
"26788","WI",53050,55758
"26789","WI",53051,76108
"26790","WI",53057,63666
"26791","WI",53058,88169
"26792","WI",53059,59340
"26793","WI",53061,55371
"26794","WI",53063,63980
"26795","WI",53065,60000
"26796","WI",53066,79408
"26797","WI",53069,72704
"26798","WI",53070,61105
"26799","WI",53072,84171
"26800","WI",53073,61273
"26801","WI",53074,61901
"26802","WI",53075,59672
"26803","WI",53076,82537
"26804","WI",53078,67550
"26805","WI",53079,63006
"26806","WI",53080,59694
"26807","WI",53081,45590
"26808","WI",53083,62696
